text,font_size,x0,bold,distance_above,line_height,line_len,first_caps,all_caps,is_ending_with_fullstop,distance_from_top,page_number,label
"• Job: ""Analyze revenue trends, R&D investments, and market",-1.718056382790605,0.11129893502936157,0,0.15956088228464843,-1.0539023121053182,1.082591331629638,0,0,1,157.74998474121094,8,0
"positioning strategies""",0.33993628964306133,0.11129893502936157,0,0.15777115563713556,0.16448555377808247,-0.6021473004658935,0,0,1,174.54998779296875,8,0
Test Case 3: Educational Content,0.33993628964306133,-0.7758171672021587,1,0.2690941467043387,0.16448555377808247,-0.1454202820284387,1,0,1,205.58001708984375,8,0
• Documents: 5 chapters from organic chemistry textbooks,-1.718056382790605,0.11129893502936157,0,0.2750895329797906,-1.0539023121053182,0.9884207319669605,0,0,1,237.28001403808594,8,0
• Persona: Undergraduate Chemistry Student,-1.718056382790605,0.11129893502936157,0,0.15947130719646896,-1.0539023121053182,0.4187804038541098,0,0,1,254.27000427246094,8,0
"• Job: ""Identify key concepts and mechanisms for exam preparation",-1.718056382790605,0.11129893502936157,0,0.15965059392021844,-1.0539126982467557,1.3189901961491184,0,0,1,271.280029296875,8,0
"on reaction kinetics""",0.33993628964306133,0.11129893502936157,0,0.15794975962393246,0.16448555377808247,-0.6788099760345561,0,0,1,288.0999755859375,8,0
Required Output,0.33993628964306133,-0.7758171672021587,1,0.26882542143980026,0.16448555377808247,-0.8193217285944834,1,0,1,319.0999755859375,8,0
• Output JSON format: Refer challenge1b_output.json,-1.718056382790605,0.11129893502936157,0,0.2728527501757234,-1.0539126982467557,0.7657339124579884,0,0,1,350.5500183105469,8,0
The output should contain:,0.33993628964306133,-0.7758171672021587,0,0.28323280970808284,0.16448555377808247,-0.4084827684242999,1,0,1,381.3699951171875,8,0
1. Metadata:,0.33993628964306133,0.11129893502936157,0,0.26882542143980026,0.16448555377808247,-0.9672076603166674,0,0,1,412.3699951171875,8,0
a. Input documents,0.33993628964306133,0.7029285727478455,0,0.1435426444504309,0.16448555377808247,-0.6934123904285869,0,0,1,429.3699951171875,8,0
b. Persona,0.33993628964306133,0.7029285727478455,0,0.14577983689666965,0.16448555377808247,-1.0659929847796803,0,0,1,446.6199951171875,8,0
c. Job to be done,0.33993628964306133,0.7029285727478455,0,0.14381109662018832,0.16448555377808247,-0.7883280839897882,0,0,1,463.6499938964844,8,0
d. Processing timestamp,0.33993628964306133,0.7029285727478455,0,0.1435426444504309,0.16448555377808247,-0.4889785889121536,0,0,1,480.6499938964844,8,0
2. Extracted Section:,0.33993628964306133,0.11129893502936157,0,0.14577983689666965,0.16448555377808247,-0.6496051472464941,0,0,1,497.8999938964844,8,0
a. Document,0.33993628964306133,0.7029285727478455,0,0.14354291754521192,0.16448555377808247,-0.9674266876199714,0,0,1,514.9000244140625,8,0
b. Page number,0.33993628964306133,0.7029285727478455,0,0.14577983689666965,0.16448555377808247,-0.8487820706684699,0,0,1,532.1500244140625,8,0
c. Section title,0.33993628964306133,0.7029285727478455,0,0.14372179462678986,0.16448555377808247,-0.9071917282445937,0,0,1,549.1700439453125,8,0
d. Importance_rank,0.33993628964306133,0.7029285727478455,0,0.1435426444504309,0.16448555377808247,-0.6842858814323176,0,0,1,566.1700439453125,8,0
3. Sub-section Analysis:,0.33993628964306133,0.11129893502936157,0,0.14586886579528704,0.16448555377808247,-0.5307415029916885,0,0,1,583.4299926757812,8,0
a. Document,-0.6890600465737718,0.7029285727478455,0,0.15687622403968385,-1.1968467767086586,-0.9962810281597146,0,0,1,601.9199829101562,8,0
b.,0.33993628964306133,0.40686745680938174,0,0.14810660443108786,0.16448555377808247,-1.4255044672674515,0,0,0,617.4299926757812,8,0
c. Refined Text,-0.6890600465737718,0.40686745680938174,0,0.15938214175046103,-1.1968467767086586,-0.921224627087002,0,0,1,636.2000122070312,8,0
d. Page Number Constraints,0.33993628964306133,0.40686745680938174,0,0.14801702934290836,0.16448555377808247,-0.32995830507376295,0,0,1,651.7000122070312,8,0
• Must run on CPU only,-1.718056382790605,0.11129893502936157,0,0.14756970009157305,-1.0539334705296306,-0.4887595616088496,0,0,1,669.1500244140625,8,0
• Model size ≤ 1GB,-1.718056382790605,0.11129893502936157,0,0.16179848437305874,-1.0539334705296306,-0.6842858814323176,0,0,1,686.4000244140625,8,0
• Processing time ≤ 60 seconds for document collection (3-5,-1.718056382790605,0.11129893502936157,0,0.15956129192682,-1.0539334705296306,1.0030231463609913,0,0,1,703.4000244140625,8,0
documents),0.33993628964306133,0.11129893502936157,0,0.15795003271871347,0.16448555377808247,-1.038540485825631,0,0,1,720.219970703125,8,0
• No internet access allowed during execution,-1.718056382790605,0.11129893502936157,0,0.1476144876356628,-1.0539334705296306,0.45521357928152656,0,0,1,737.6749877929688,8,0
Deliverables,0.33993628964306133,-0.7758171672021587,1,-5.922424977159987,0.16448555377808247,-1.0091531157168858,1,0,1,75.030029296875,9,0
• approach_explanation.md (300-500 words explaining,-1.718056382790605,0.11129893502936157,0,0.2728523405335519,-1.0539023121053182,0.7883821823172362,0,0,1,106.48002624511719,9,0
methodology),0.33993628964306133,0.11129893502936157,0,0.15794975962393246,0.16448555377808247,-0.9489546423241286,0,0,1,123.29998779296875,9,0
• Dockerfile and execution instructions,-1.718056382790605,0.11129893502936157,0,0.14756956354418252,-1.0539023121053182,0.14294080486347155,0,0,1,140.74998474121094,9,0
Sample input/output for testing,0.33993628964306133,-0.7758171672021587,0,0.2808167401802662,0.16448555377808247,-0.21135017410488202,1,0,1,171.29998779296875,9,0
•,-1.718056382790605,0.11129893502936157,0,0.5527701215779327,-1.0539023121053182,-1.4257234945707555,0,0,1,234.03001403808594,9,0
Scoring Criteria,0.33993628964306133,-0.7758171672021587,1,0.5606443999469054,0.16448555377808247,-0.8850325933676226,1,0,1,295.8499755859375,9,0
Criteria,0.33993628964306133,-0.7635018121279912,1,0.4299035506637705,0.16448555377808247,-1.2192818499343847,1,0,1,344.8500061035156,9,0
Max,0.33993628964306133,2.3411992772366,1,-0.1629527206842763,0.16448555377808247,-1.3693726490826572,1,0,1,327.6000061035156,9,0
Points,0.33993628964306133,2.230361081569092,1,0.14577983689666965,0.16448555377808247,-1.2685285125316186,1,0,1,344.8500061035156,9,0
Description,0.33993628964306133,4.2965490330559994,1,-0.008586441893803325,0.16448555377808247,-1.0477398553795612,1,0,1,344.8500061035156,9,0
Section Relevance,0.33993628964306133,-0.7635018121279912,0,0.3025621852149593,0.16448555377808247,-0.7572614674198518,1,0,1,379.6199951171875,9,0
60,0.33993628964306133,2.4114788834819927,0,-0.008586441893803325,0.16448555377808247,-1.431199399968517,0,0,1,379.6199951171875,9,0
How well selected sections match,0.33993628964306133,3.1175592410675965,0,-0.16089440531961546,0.16448555377808247,-0.15503536896908232,1,0,1,362.6000061035156,9,0
persona + job requirements with,0.33993628964306133,3.1175592410675965,0,0.14372152153200882,0.16448555377808247,-0.19673990547642434,0,0,1,379.6199951171875,9,0
proper stack ranking,0.33993628964306133,3.1175592410675965,0,0.14577983689666965,0.16448555377808247,-0.6807082497990511,0,0,1,396.8699951171875,9,0
Sub-Section Relevance,0.33993628964306133,-0.7635018121279912,0,0.22631876496126424,0.16448555377808247,-0.5946635519481945,1,0,1,423.1199951171875,9,0
40,0.33993628964306133,2.4114788834819927,0,-0.008586441893803325,0.16448555377808247,-1.431199399968517,0,0,1,423.1199951171875,9,0
Quality of granular subsection,0.33993628964306133,3.1175592410675965,0,-0.08465098506592043,0.16448555377808247,-0.310200950521451,1,0,1,414.6199951171875,9,0
extraction and ranking,0.33993628964306133,3.1175592410675965,0,0.1435426444504309,0.16448555377808247,-0.5983506415293229,0,0,1,431.6199951171875,9,0
Appendix:,3.4269252982935607,-0.7758171672021587,0,-2.6337081129292956,7.25702574927703,-0.9620895403637485,1,0,1,138.26998901367188,10,0
https://github.com/jhaaj08/Adobe-India-,3.4269252982935607,-0.7758171672021587,0,0.3525859120888743,4.248482545238305,0.8566412169758391,0,0,1,189.04998779296875,10,0
Hackathon25.git,3.4269252982935607,-0.7758171672021587,0,0.19079241108598285,4.248482545238305,-0.5738112836945236,1,0,1,217.33001708984375,10,0
